^SAMPLE = GSM171895
!Sample_title = HBEC3-KT
!Sample_geo_accession = GSM171895
!Sample_status = Public on Mar 07 2007
!Sample_submission_date = Feb 26 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human Bronchial Epithelial Cell
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Histology: immortalized normal
!Sample_characteristics_ch1 = Age: 65
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = Race:
!Sample_biomaterial_provider_ch1 = Hamon Center for Therapeutic Oncology Research, UT Southwestern Medical Center
!Sample_growth_protocol_ch1 = KSFM supplemented with EGF and BPE
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy kit including DNase1 treatment
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to standard Affymetrix protocol from 5 microgram total RNA
!Sample_hyb_protocol = Following fragmentation, 20 microg of cRNA were hybridized for 16 hr at 45C on GeneChip Human Genome Array. GeneChips were washed and stained in the Affymetrix Fluidics Station
!Sample_scan_protocol = GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A
!Sample_description = Immortalized with CDK4 and hTERT
!Sample_data_processing = Data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 250
!Sample_platform_id = GPL570
!Sample_contact_name = Luc,,Girard
!Sample_contact_email = Luc.Girard@UTSouthwestern.edu
!Sample_contact_laboratory = NB8.114A
!Sample_contact_department = Hamon Center for Therapeutic Oncology Research
!Sample_contact_institute = UT Southwestern Medical Center
!Sample_contact_address = 5323 Harry Hines Blvd
!Sample_contact_city = Dallas
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 75390-8593
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171895/suppl/GSM171895.CEL.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE4824
!Sample_data_row_count = 54675
#ID_REF = Affymetrix IDs
#Stat Pairs = Number of probe pairs
#Stat Pairs Used = Number of probe pairs (unmasked)
#VALUE = MAS5-calculated Signal intensity
#ABS_CALL = the call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	Stat Pairs	Stat Pairs Used	VALUE	ABS_CALL	DETECTION P-VALUE
237508_at	11	11	3.3	A	0.828613
237509_at	11	11	110.5	A	0.533936
237510_at	11	11	6.2	A	0.466064
237511_at	11	11	47.4	A	0.149658
237512_at	11	11	5.2	A	0.850342
237513_at	11	11	132.0	P	0.010742
237514_at	11	11	23.8	A	0.274170
237515_at	11	11	2.3	A	0.725830
237516_at	11	11	55.7	A	0.080566
237517_at	11	11	13.8	A	0.696289
237518_at	11	11	178.1	A	0.171387
237519_at	11	11	14.3	A	0.500000
237520_x_at	11	11	1.4	A	0.633789
237521_x_at	11	11	39.5	A	0.219482
237522_at	11	11	54.9	A	0.095215
237523_at	11	11	7.0	A	0.601074
237524_at	11	11	32.9	A	0.432373
237525_at	11	11	58.4	A	0.067627
237526_at	11	11	4.8	A	0.919434
237527_at	11	11	3.9	A	0.665527
237528_at	11	11	19.8	A	0.366211
237529_at	11	11	4.8	A	0.828613
237530_at	11	11	12.4	A	0.129639
237531_at	11	11	38.3	A	0.334473
237532_at	11	11	33.3	A	0.466064
237533_at	11	11	77.0	A	0.219482
237534_at	11	11	8.7	A	0.870361
237535_x_at	11	11	94.6	A	0.246094
237536_at	11	11	103.9	A	0.194580
237537_at	11	11	1.6	A	0.932373
237538_at	11	11	6.5	A	0.665527
237539_at	11	11	15.0	A	0.665527
237540_at	11	11	22.1	A	0.219482
237541_at	11	11	58.8	A	0.274170
237542_at	11	11	92.1	P	0.001953
237543_at	11	11	15.9	A	0.398926
237544_at	11	11	24.4	A	0.432373
237545_at	11	11	45.9	P	0.037598
237546_at	11	11	22.1	A	0.466064
237547_at	11	11	1.9	A	0.870361
237548_at	11	11	82.5	P	0.014160
237549_at	11	11	5.6	A	0.601074
237550_at	11	11	17.7	A	0.696289
237551_at	11	11	15.4	A	0.601074
237552_at	11	11	24.0	A	0.466064
237553_at	11	11	125.4	P	0.001953
237554_at	11	11	44.4	A	0.500000
237555_at	11	11	65.7	A	0.466064
237556_at	11	11	3.7	A	0.888428
237557_at	11	11	42.5	A	0.432373
237558_at	11	11	4.8	A	0.601074
237559_at	11	11	18.4	A	0.601074
237560_at	11	11	8.9	A	0.753906
237561_x_at	11	11	123.6	A	0.129639
237562_at	11	11	11.7	A	0.601074
237563_s_at	11	11	270.6	A	0.067627
237564_at	11	11	9.3	A	0.696289
237565_at	11	11	32.3	A	0.432373
237566_at	11	11	19.2	P	0.023926
237567_at	11	11	12.2	A	0.976074
237568_at	11	11	86.8	A	0.219482
237569_at	11	11	10.0	A	0.533936
237570_x_at	11	11	52.9	A	0.080566
237571_at	11	11	30.2	A	0.171387
237572_at	11	11	29.8	A	0.466064
237573_at	11	11	34.9	A	0.334473
237574_at	11	11	9.9	A	0.932373
237575_at	11	11	6.2	A	0.888428
237576_x_at	11	11	145.2	A	0.149658
237577_at	11	11	3.5	A	0.780518
237578_at	11	11	62.7	M	0.056152
237579_at	11	11	11.6	A	0.753906
237580_at	11	11	4.8	A	0.850342
237581_at	11	11	9.3	A	0.725830
237582_at	11	11	40.7	A	0.398926
237583_at	11	11	12.4	A	0.633789
237584_at	11	11	28.5	A	0.466064
237585_at	11	11	64.4	A	0.303711
237586_at	11	11	15.0	A	0.533936
237587_at	11	11	13.4	A	0.870361
237588_at	11	11	66.3	A	0.067627
237589_at	11	11	43.1	A	0.303711
237590_at	11	11	4.5	A	0.888428
237591_at	11	11	49.5	A	0.366211
237592_at	11	11	10.7	A	0.601074
237593_at	11	11	27.0	A	0.633789
237594_at	11	11	48.4	A	0.246094
237595_at	11	11	18.3	A	0.633789
237596_at	11	11	76.1	A	0.111572
237597_at	11	11	43.7	A	0.067627
237598_at	11	11	24.2	A	0.533936
237599_at	11	11	107.3	A	0.246094
237600_at	11	11	103.6	A	0.067627
237601_at	11	11	26.5	A	0.334473
237602_at	11	11	46.5	A	0.067627
237603_at	11	11	9.2	A	0.805420
237604_at	11	11	67.0	A	0.194580
237605_at	11	11	4.3	A	0.432373
237606_at	11	11	3.9	A	0.805420
237607_at	11	11	47.5	A	0.500000
237608_at	11	11	13.4	A	0.194580
237609_at	11	11	53.2	A	0.067627
237610_at	11	11	54.0	A	0.219482
237611_at	11	11	48.2	A	0.171387
237612_at	11	11	10.4	A	0.601074
237613_at	11	11	5.1	A	0.976074
237614_at	11	11	6.0	A	0.500000
237615_at	11	11	3.5	A	0.932373
237616_at	11	11	55.8	A	0.334473
237617_at	11	11	5.4	A	0.828613
237618_at	11	11	41.1	A	0.633789
237619_at	11	11	47.9	A	0.171387
237620_at	11	11	28.8	A	0.274170
237621_at	11	11	80.7	A	0.129639
237622_at	11	11	94.7	A	0.080566
237623_at	11	11	7.2	A	0.696289
237624_at	11	11	20.6	A	0.398926
237625_s_at	11	11	22.4	A	0.171387
237626_at	11	11	264.1	P	0.001221
237627_at	11	11	13.2	A	0.633789
237628_at	11	11	51.5	A	0.334473
237629_at	11	11	82.6	P	0.037598
237630_s_at	11	11	10.6	A	0.665527
237631_at	11	11	46.6	A	0.246094
237632_at	11	11	57.8	P	0.002930
237633_at	11	11	55.3	A	0.334473
237634_at	11	11	3.0	A	0.870361
237635_at	11	11	9.9	A	0.753906
237636_at	11	11	3.3	A	0.932373
237637_at	11	11	34.3	A	0.194580
237638_at	11	11	65.8	A	0.274170
237639_at	11	11	93.7	A	0.111572
237640_at	11	11	86.0	A	0.067627
237641_at	11	11	11.4	A	0.753906
237642_at	11	11	11.7	A	0.888428
237643_at	11	11	117.3	A	0.171387
237644_at	11	11	4.4	A	0.696289
237645_at	11	11	4.9	A	0.725830
237646_x_at	11	11	3.3	A	0.828613
237647_at	11	11	16.9	A	0.753906
237648_x_at	11	11	23.5	A	0.567627
237649_at	11	11	28.5	M	0.056152
237650_at	11	11	46.5	A	0.398926
237651_x_at	11	11	18.0	A	0.171387
237652_at	11	11	110.3	A	0.129639
237653_at	11	11	27.4	A	0.466064
237654_at	11	11	62.6	A	0.334473
237655_at	11	11	90.9	M	0.056152
237656_at	11	11	8.0	A	0.753906
237657_at	11	11	21.1	A	0.567627
237658_at	11	11	8.2	A	0.398926
237659_at	11	11	5.4	A	0.919434
237660_at	11	11	9.6	A	0.466064
237661_at	11	11	54.8	P	0.046143
237662_at	11	11	140.4	A	0.080566
237663_at	11	11	14.5	A	0.567627
237664_at	11	11	35.0	A	0.219482
237665_at	11	11	4.9	A	0.976074
237666_at	11	11	13.6	A	0.533936
237667_at	11	11	19.5	A	0.246094
237668_at	11	11	33.8	A	0.067627
237669_at	11	11	33.0	A	0.194580
237670_at	11	11	3.8	A	0.753906
237671_at	11	11	16.7	A	0.567627
237672_at	11	11	7.9	A	0.780518
237673_at	11	11	21.0	A	0.303711
237674_at	11	11	6.6	A	0.888428
237675_at	11	11	19.8	A	0.398926
237676_at	11	11	4.6	A	0.725830
237677_at	11	11	4.5	A	0.870361
237678_at	11	11	22.2	A	0.601074
237679_at	11	11	9.1	A	0.665527
237680_at	11	11	50.7	A	0.129639
237681_at	11	11	31.1	A	0.366211
237682_at	11	11	23.7	A	0.466064
237683_s_at	11	11	6.7	A	0.828613
237684_at	11	11	5.3	A	0.633789
237685_at	11	11	5.0	A	0.969727
237686_at	11	11	25.9	A	0.567627
237687_at	11	11	3.0	A	0.985840
237688_at	11	11	4.4	A	0.780518
237689_at	11	11	3.2	A	0.904785
237690_at	11	11	1244.2	P	0.000244
237691_x_at	11	11	57.9	A	0.500000
237692_at	11	11	32.4	A	0.466064
237693_at	11	11	6.9	A	0.725830
237694_at	11	11	6.6	A	0.981445
237695_at	11	11	53.1	A	0.095215
237696_at	11	11	103.9	P	0.014160
237697_at	11	11	2.2	A	0.888428
237698_at	11	11	12.3	A	0.696289
237699_at	11	11	61.6	A	0.303711
237700_at	11	11	18.3	A	0.500000
237701_at	11	11	78.4	A	0.219482
237702_at	11	11	87.4	A	0.111572
237703_at	11	11	104.9	P	0.023926
237704_at	11	11	8.2	A	0.567627
237705_at	11	11	35.2	A	0.366211
237706_at	11	11	25.4	A	0.366211
237707_at	11	11	89.0	A	0.149658
237708_at	11	11	20.5	A	0.780518
237709_at	11	11	67.4	P	0.018555
237710_at	11	11	11.3	A	0.753906
237711_at	11	11	10.8	A	0.725830
237712_at	11	11	4.2	A	0.780518
237713_at	11	11	103.0	A	0.111572
237714_at	11	11	6.1	A	0.753906
237715_at	11	11	80.1	M	0.056152
237716_at	11	11	97.7	P	0.030273
237717_x_at	11	11	1.3	A	0.929688
237718_at	11	11	4.9	A	0.805420
237719_x_at	11	11	14.7	A	0.303711
237720_at	11	11	5.4	A	0.665527
237721_s_at	11	11	3.3	A	0.991943
237722_at	11	11	15.9	A	0.633789
237723_at	11	11	38.7	A	0.067627
237724_at	11	11	12.0	A	0.500000
237725_x_at	11	11	26.5	A	0.080566
237726_at	11	11	149.6	P	0.046143
237727_at	11	11	106.8	A	0.111572
237728_at	11	11	135.6	A	0.149658
237729_at	11	11	4.8	A	0.850342
237730_at	11	11	58.9	P	0.037598
237731_at	11	11	5.3	A	0.932373
237732_at	11	11	92.2	P	0.037598
237733_at	11	11	19.6	A	0.219482
237734_s_at	11	11	4.6	A	0.962402
237735_at	11	11	4.4	A	0.976074
237736_at	11	11	34.5	A	0.398926
237737_at	11	11	278.8	P	0.001221
237738_at	11	11	40.1	A	0.219482
237739_at	11	11	52.2	A	0.398926
237740_at	11	11	6.1	A	0.850342
237741_at	11	11	66.1	P	0.037598
237742_at	11	11	12.6	A	0.696289
237743_at	11	11	62.9	A	0.219482
237744_at	11	11	90.6	A	0.366211
237745_at	11	11	11.2	P	0.035645
237746_at	11	11	9.7	A	0.601074
237747_at	11	11	69.5	A	0.080566
237748_at	11	11	25.1	A	0.567627
237749_at	11	11	52.3	A	0.398926
237750_at	11	11	23.4	A	0.366211
237751_x_at	11	11	4.0	A	0.780518
237752_at	11	11	10.0	A	0.932373
237753_at	11	11	43.4	A	0.366211
237754_at	11	11	8.4	A	0.805420
237755_s_at	11	11	33.2	A	0.095215
237756_at	11	11	31.4	A	0.466064
237757_at	11	11	8.5	A	0.753906
237758_at	11	11	42.6	A	0.274170
237759_at	11	11	25.0	A	0.303711
237760_at	11	11	44.7	A	0.171387
237761_at	11	11	61.7	A	0.149658
237762_at	11	11	25.9	A	0.274170
237763_at	11	11	52.2	A	0.334473
237764_at	11	11	73.1	P	0.001221
237765_at	11	11	98.8	A	0.274170
237766_at	11	11	16.3	A	0.665527
237767_at	11	11	26.9	A	0.466064
237768_x_at	11	11	393.3	P	0.000244
237769_at	11	11	84.5	P	0.030273
237770_at	11	11	26.3	A	0.194580
237771_s_at	11	11	19.8	A	0.696289
237772_at	11	11	51.9	A	0.246094
237773_at	11	11	17.9	A	0.601074
237774_at	11	11	5.8	A	0.976074
237775_x_at	11	11	8.7	A	0.753906
237776_at	11	11	3.1	A	0.533936
237777_at	11	11	60.8	A	0.303711
237778_at	11	11	69.0	M	0.056152
237779_at	11	11	38.2	A	0.466064
237780_at	11	11	59.5	A	0.274170
237781_at	11	11	21.1	A	0.633789
237782_at	11	11	44.3	A	0.171387
237783_at	11	11	88.9	M	0.056152
237784_at	11	11	60.1	A	0.095215
237785_at	11	11	9.6	A	0.805420
237786_at	11	11	7.3	A	0.780518
237787_at	11	11	5.3	A	0.780518
237788_at	11	11	1.7	A	0.633789
237789_at	11	11	56.1	A	0.466064
237790_at	11	11	2.3	A	0.919434
237791_at	11	11	16.4	A	0.432373
237792_at	11	11	16.9	A	0.500000
237793_at	11	11	98.2	A	0.095215
237794_at	11	11	7.6	A	0.500000
237795_s_at	11	11	50.4	A	0.466064
237796_at	11	11	2.8	A	0.888428
237797_at	11	11	12.9	A	0.601074
237798_at	11	11	42.6	A	0.246094
237799_at	11	11	28.2	A	0.633789
237800_at	11	11	50.3	A	0.567627
237801_at	11	11	12.3	A	0.780518
237802_at	11	11	6.8	A	0.432373
237803_x_at	11	11	26.1	M	0.056152
237804_at	11	11	35.5	P	0.005859
237805_at	11	11	3.3	A	0.805420
237806_s_at	11	11	4.9	A	0.888428
237807_at	11	11	8.0	A	0.725830
237808_at	11	11	0.9	A	0.780518
237809_at	11	11	11.2	A	0.753906
237810_at	11	11	6.6	A	0.725830
237811_at	11	11	33.5	A	0.633789
237812_at	11	11	7.9	A	0.633789
237813_at	11	11	45.3	P	0.046143
237814_at	11	11	8.3	A	0.753906
237815_at	11	11	13.1	A	0.725830
237816_at	11	11	9.6	A	0.870361
237817_at	11	11	92.5	P	0.030273
237818_at	11	11	8.9	A	0.780518
237819_at	11	11	103.2	P	0.001953
237820_at	11	11	4.1	A	0.904785
237821_at	11	11	11.3	A	0.219482
237822_at	11	11	50.1	A	0.303711
237823_at	11	11	93.2	A	0.095215
237824_at	11	11	10.5	A	0.500000
237825_x_at	11	11	22.2	A	0.111572
237826_at	11	11	16.0	A	0.633789
237827_at	11	11	28.5	A	0.665527
237828_at	11	11	15.7	A	0.665527
237829_at	11	11	68.0	P	0.030273
237830_at	11	11	16.8	A	0.398926
237831_x_at	11	11	19.1	A	0.129639
237832_at	11	11	3.8	A	0.828613
237833_s_at	11	11	5.2	A	0.500000
237834_at	11	11	5.4	A	0.366211
237835_at	11	11	33.5	A	0.334473
237836_at	11	11	13.6	A	0.303711
237837_at	11	11	30.3	A	0.466064
237838_at	11	11	24.6	A	0.366211
237839_at	11	11	64.9	P	0.010742
237840_at	11	11	40.0	A	0.533936
237841_at	11	11	5.1	A	0.466064
237842_at	11	11	15.6	A	0.753906
237843_at	11	11	52.0	A	0.067627
237844_at	11	11	7.3	A	0.633789
237845_at	11	11	8.6	A	0.805420
237846_at	11	11	13.1	A	0.962402
237847_at	11	11	68.4	A	0.095215
237848_at	11	11	5.3	A	0.725830
237849_at	11	11	55.1	A	0.111572
237850_at	11	11	3.3	A	0.780518
237851_at	11	11	56.6	A	0.432373
237852_at	11	11	101.8	P	0.023926
237853_x_at	11	11	12.2	A	0.850342
237854_at	11	11	16.5	A	0.432373
237855_at	11	11	56.9	A	0.303711
237856_at	11	11	80.8	P	0.010742
237857_at	11	11	7.0	A	0.665527
237858_s_at	11	11	22.2	A	0.601074
237859_at	11	11	17.6	A	0.111572
237860_at	11	11	24.5	A	0.246094
237861_at	11	11	41.8	M	0.056152
237862_at	11	11	75.4	A	0.274170
237863_at	11	11	23.1	A	0.398926
237864_at	11	11	93.5	P	0.000244
237865_x_at	11	11	40.9	A	0.398926
237866_at	11	11	3.3	A	0.981445
237867_s_at	11	11	6.7	A	0.665527
237868_x_at	11	11	254.0	P	0.005859
237869_at	11	11	77.8	A	0.194580
237870_at	11	11	17.2	A	0.500000
237871_x_at	11	11	11.2	A	0.725830
237872_at	11	11	14.8	A	0.696289
237873_s_at	11	11	53.8	P	0.037598
237874_at	11	11	0.5	A	0.953857
237875_at	11	11	20.3	A	0.398926
237876_at	11	11	14.7	A	0.274170
237877_at	11	11	2.7	A	0.943848
237878_at	11	11	83.8	A	0.219482
237879_at	11	11	32.8	A	0.129639
237880_at	11	11	13.1	A	0.665527
237881_at	11	11	118.8	A	0.246094
237882_at	11	11	36.9	A	0.246094
237883_at	11	11	77.5	A	0.219482
237884_x_at	11	11	23.2	A	0.095215
237885_at	11	11	3.1	A	0.850342
237886_at	11	11	40.7	A	0.366211
237887_at	11	11	41.8	A	0.665527
237888_at	11	11	21.4	A	0.219482
237889_s_at	11	11	78.0	A	0.067627
237890_at	11	11	7.8	A	0.696289
237891_at	11	11	36.0	A	0.500000
237892_at	11	11	23.1	A	0.366211
237893_at	11	11	17.9	A	0.567627
237894_at	11	11	16.5	A	0.633789
237895_at	11	11	14.3	A	0.500000
237896_at	11	11	20.7	A	0.366211
237897_at	11	11	52.3	A	0.194580
237898_at	11	11	5.0	A	0.870361
237899_at	11	11	164.2	A	0.095215
237900_at	11	11	12.2	A	0.780518
237901_at	11	11	56.2	A	0.171387
237902_at	11	11	10.2	A	0.398926
237903_at	11	11	29.1	A	0.274170
237904_at	11	11	3.6	A	0.904785
237905_at	11	11	55.0	A	0.129639
237906_at	11	11	27.9	A	0.398926
237907_at	11	11	9.7	A	0.366211
237908_at	11	11	25.8	A	0.533936
237909_at	11	11	9.1	A	0.432373
237910_x_at	11	11	27.0	A	0.194580
237911_at	11	11	1.1	A	0.989258
237912_at	11	11	8.4	A	0.633789
237913_at	11	11	103.2	M	0.056152
237914_s_at	11	11	67.0	A	0.129639
237915_at	11	11	23.4	A	0.753906
237916_at	11	11	8.0	A	0.753906
237917_at	11	11	49.5	P	0.030273
237918_at	11	11	36.3	A	0.171387
237919_at	11	11	176.7	P	0.046143
237920_at	11	11	1.4	A	0.870361
237921_at	11	11	21.7	A	0.366211
237922_at	11	11	10.2	A	0.962402
237923_at	11	11	47.2	A	0.111572
237924_at	11	11	51.4	M	0.056152
237925_at	11	11	25.6	A	0.149658
237926_s_at	11	11	3.7	A	0.976074
237927_at	11	11	60.2	A	0.334473
237928_at	11	11	15.6	A	0.390625
237929_at	11	11	5.2	A	0.943848
237930_at	11	11	7.0	A	0.850342
237931_at	11	11	12.5	A	0.805420
237932_at	11	11	9.5	A	0.567627
237933_at	11	11	33.4	A	0.246094
237934_at	11	11	13.3	A	0.725830
237935_at	11	11	7.3	A	0.932373
237936_at	11	11	56.9	P	0.030273
237937_x_at	11	11	2.6	A	0.432373
237938_at	11	11	4.9	A	0.845215
237939_at	11	11	1.9	A	0.567627
237940_s_at	11	11	96.3	A	0.080566
237941_at	11	11	5.9	A	0.533936
237942_at	11	11	70.0	A	0.111572
237943_at	11	11	3.8	A	0.953857
237944_at	11	11	55.5	A	0.171387
237945_at	11	11	60.4	M	0.056152
237946_at	11	11	77.4	P	0.023926
237947_at	11	11	10.1	A	0.985840
237948_at	11	11	42.3	A	0.334473
237949_at	11	11	4.5	A	0.633789
237950_s_at	11	11	19.8	A	0.194580
237951_at	11	11	6.8	A	0.601074
237952_at	11	11	66.3	A	0.334473
237953_at	11	11	17.2	A	0.696289
237954_x_at	11	11	32.7	A	0.149658
237955_at	11	11	1.7	A	0.567627
237956_s_at	11	11	5.2	A	0.533936
237957_at	11	11	4.7	A	0.932373
237958_at	11	11	41.7	P	0.037598
237959_at	11	11	66.2	P	0.030273
237960_at	11	11	41.5	A	0.398926
237961_at	11	11	58.1	P	0.005859
237962_x_at	11	11	3.5	A	0.780518
237963_x_at	11	11	34.6	A	0.194580
237964_at	11	11	73.2	P	0.010742
237965_at	11	11	10.4	A	0.780518
237966_at	11	11	2.3	A	0.932373
237967_at	11	11	12.1	A	0.828613
237968_at	11	11	84.7	M	0.056152
237969_at	11	11	7.9	A	0.665527
237970_at	11	11	4.6	A	0.665527
237971_at	11	11	27.8	A	0.095215
237972_at	11	11	8.6	A	0.533936
237973_at	11	11	34.4	A	0.303711
237974_at	11	11	16.1	A	0.194580
237975_at	11	11	81.2	A	0.111572
237976_at	11	11	23.3	A	0.432373
237977_at	11	11	17.6	A	0.633789
237978_at	11	11	0.9	A	0.780518
237979_at	11	11	7.6	A	0.780518
237980_at	11	11	19.3	A	0.533936
237981_at	11	11	24.3	A	0.567627
237982_at	11	11	64.5	A	0.171387
237983_at	11	11	80.5	P	0.018555
237984_x_at	11	11	2.4	A	0.432373
237985_at	11	11	2.9	A	0.976074
237986_at	11	11	58.3	A	0.246094
237987_x_at	11	11	36.7	A	0.194580
237988_at	11	11	56.9	P	0.046143
237989_at	11	11	2.5	A	0.981445
237990_x_at	11	11	10.4	A	0.828613
237991_at	11	11	3.3	A	0.953857
237992_at	11	11	43.0	A	0.303711
237993_at	11	11	17.7	A	0.432373
237994_at	11	11	61.5	A	0.219482
237995_at	11	11	9.5	A	0.633789
237996_at	11	11	4.6	A	0.500000
237997_s_at	11	11	2.3	A	0.696289
237998_at	11	11	3.4	A	0.962402
237999_at	11	11	21.2	A	0.246094
238000_at	11	11	67.4	P	0.000732
238001_at	11	11	155.1	P	0.004150
238002_at	11	11	1361.7	P	0.000244
238003_at	11	11	11.2	A	0.725830
238004_at	11	11	144.3	M	0.056152
238005_s_at	11	11	295.3	P	0.000244
238006_at	11	11	47.0	A	0.111572
238007_at	11	11	93.7	P	0.010742
238008_at	11	11	106.6	A	0.274170
238009_at	11	11	52.7	A	0.111572
238010_at	11	11	144.5	P	0.000732
238011_at	11	11	54.5	A	0.080566
238012_at	11	11	108.0	P	0.046143
238013_at	11	11	35.7	A	0.303711
238014_at	11	11	83.4	P	0.023926
238015_at	11	11	91.5	A	0.080566
238016_s_at	11	11	9.5	A	0.665527
238017_at	11	11	339.4	P	0.000732
238018_at	11	11	9.2	A	0.870361
238019_at	11	11	35.7	A	0.432373
238020_at	11	11	144.9	P	0.000244
238021_s_at	11	11	2342.6	P	0.000244
238022_at	11	11	702.9	P	0.000244
238023_at	11	11	151.7	P	0.046143
238024_at	11	11	45.2	A	0.432373
238025_at	11	11	193.8	P	0.001953
238026_at	11	11	351.9	P	0.001221
238027_at	11	11	174.4	P	0.030273
238028_at	11	11	256.6	P	0.018555
238029_s_at	11	11	97.8	P	0.046143
238030_at	11	11	126.1	P	0.005859
238031_at	11	11	7.9	A	0.850342
238032_at	11	11	121.7	A	0.246094
238033_at	11	11	2.5	A	0.725830
238034_at	11	11	408.7	P	0.000244
238035_at	11	11	499.3	P	0.000732
238036_at	11	11	11.0	A	0.943848
238037_at	11	11	165.6	A	0.095215
238038_at	11	11	80.4	A	0.080566
238039_at	11	11	174.9	A	0.111572
238040_at	11	11	176.5	P	0.004150
238041_at	11	11	207.5	P	0.004150
238042_at	11	11	133.4	A	0.246094
238043_at	11	11	115.5	A	0.129639
238044_at	11	11	10.4	A	0.943848
238045_at	11	11	134.8	P	0.030273
238046_x_at	11	11	35.4	A	0.334473
238047_at	11	11	15.9	A	0.432373
238048_at	11	11	39.2	A	0.219482
238049_at	11	11	50.0	A	0.080566
238050_at	11	11	68.3	P	0.004150
238051_x_at	11	11	6.6	A	0.991943
238052_at	11	11	72.3	A	0.246094
238053_at	11	11	10.7	A	0.567627
238054_at	11	11	113.9	A	0.432373
238055_at	11	11	77.0	A	0.080566
238056_at	11	11	327.8	P	0.008057
238057_at	11	11	137.5	P	0.005859
238058_at	11	11	658.9	P	0.000244
238059_at	11	11	4.4	A	0.904785
238060_s_at	11	11	94.8	P	0.023926
238061_at	11	11	9.1	A	0.919434
238062_at	11	11	66.1	A	0.149658
238063_at	11	11	758.4	P	0.000244
238064_at	11	11	82.5	A	0.246094
238065_at	11	11	102.9	P	0.008057
238066_at	11	11	65.2	A	0.274170
238067_at	11	11	410.9	P	0.000244
238068_at	11	11	76.6	A	0.219482
238069_at	11	11	107.8	P	0.008057
238070_at	11	11	53.2	P	0.046143
238071_at	11	11	158.3	P	0.004150
238072_at	11	11	12.3	A	0.567627
238073_at	11	11	99.8	A	0.194580
238074_at	11	11	31.5	A	0.466064
238075_at	11	11	354.4	P	0.000732
238076_at	11	11	55.8	A	0.303711
238077_at	11	11	241.0	P	0.037598
238078_at	11	11	107.5	A	0.274170
238079_at	11	11	7.5	A	0.696289
238080_at	11	11	4.0	A	0.696289
238081_at	11	11	46.0	P	0.023926
238082_at	11	11	158.3	P	0.008057
238083_at	11	11	28.5	A	0.919434
238084_at	11	11	19.4	A	0.533936
238085_at	11	11	2.6	A	0.366211
238086_at	11	11	56.9	M	0.056152
238087_at	11	11	352.2	P	0.008057
238088_at	11	11	3.2	A	0.888428
238089_at	11	11	113.6	P	0.004150
238090_at	11	11	50.2	P	0.001953
238091_at	11	11	2.3	A	0.932373
238092_at	11	11	14.0	A	0.850342
238093_at	11	11	74.0	A	0.246094
238094_at	11	11	4.7	A	0.753906
238095_at	11	11	8.0	A	0.870361
238096_at	11	11	199.6	A	0.095215
238097_at	11	11	4.5	A	0.533936
238098_at	11	11	47.1	P	0.030273
238099_at	11	11	23.1	A	0.567627
238100_at	11	11	70.1	A	0.601074
238101_at	11	11	4.5	A	0.665527
238102_s_at	11	11	157.8	A	0.080566
238103_at	11	11	27.4	A	0.366211
238104_at	11	11	6.3	A	0.466064
238105_x_at	11	11	46.0	A	0.567627
238106_at	11	11	7.7	A	0.780518
238107_at	11	11	7.7	A	0.780518
238108_at	11	11	93.4	A	0.080566
238109_at	11	11	91.7	A	0.334473
238110_at	11	11	3.3	A	0.805420
238111_at	11	11	4.3	A	0.633789
238112_at	11	11	6.8	A	0.466064
238113_at	11	11	2.5	A	0.850342
238114_at	11	11	34.4	A	0.095215
238115_at	11	11	152.0	A	0.067627
238116_at	11	11	36.4	A	0.194580
238117_at	11	11	34.2	A	0.171387
238118_s_at	11	11	7.4	A	0.805420
238119_at	11	11	171.5	P	0.005859
238120_at	11	11	53.1	A	0.334473
238121_at	11	11	207.7	P	0.000244
238122_at	11	11	149.6	P	0.000732
238123_at	11	11	9.6	A	0.753906
238124_at	11	11	128.4	A	0.129639
238125_at	11	11	10.1	A	0.828613
238126_at	11	11	80.7	A	0.303711
238127_at	11	11	69.0	A	0.095215
238128_at	11	11	10.8	A	0.633789
238129_s_at	11	11	107.9	A	0.080566
238130_at	11	11	17.1	A	0.601074
238131_at	11	11	39.7	A	0.533936
238132_at	11	11	39.0	A	0.432373
238133_at	11	11	51.5	A	0.111572
